Temperature,Humidity,Moisture,Nitrogen,Phosphorus,Potassium,PH,Light_Intensity,Yield_Rate,Target_Disease
35.33,59.27,53.42,43.3,30.17,24.3,6.97,842.7,51.18,Healthy
19.12,58.88,54.95,42.82,12.12,32.64,5.75,960.3,42.0,Root_Rot
28.47,78.44,35.44,29.77,17.84,36.05,5.46,979.1,48.84,Early_Blight
23.63,82.82,26.41,32.81,17.59,36.14,5.8,359.5,40.68,Healthy
33.08,33.6,14.93,40.16,12.17,38.81,5.41,825.0,33.81,Healthy
15.04,28.29,33.25,38.43,24.83,36.65,4.89,835.3,35.8,Healthy
42.19,28.77,26.92,18.62,18.93,43.45,5.35,349.0,31.31,Healthy
35.96,84.41,62.18,13.97,31.44,38.89,6.34,845.2,44.46,Early_Blight
23.72,89.78,54.72,42.82,25.11,14.47,6.31,889.0,48.09,Rust
23.95,90.32,58.79,46.25,31.8,45.1,7.9,204.7,51.9,Powdery_Mildew
34.99,76.22,19.45,10.97,35.86,37.87,7.93,741.3,42.03,Early_Blight
36.02,26.68,30.97,20.76,46.91,30.39,6.73,286.2,43.81,Healthy
23.19,87.47,59.62,31.15,16.92,17.82,6.09,422.1,44.76,Rust
23.41,94.19,58.49,16.06,46.52,24.14,7.72,402.3,45.06,Rust
23.7,42.09,54.7,24.85,20.25,14.96,5.52,375.3,31.08,Root_Rot
33.27,75.41,34.49,33.47,25.67,44.78,5.92,453.2,42.12,Root_Rot
41.28,68.75,31.67,30.01,44.84,17.07,5.04,508.7,27.88,Early_Blight
20.62,89.05,60.04,35.81,13.23,37.77,6.49,972.7,51.32,Rust
22.2,83.0,48.6,45.8,22.72,40.6,5.98,637.3,40.55,Rust
32.02,72.71,56.85,24.87,47.32,13.56,7.54,504.9,49.6,Early_Blight
17.92,33.23,36.74,11.92,11.33,46.03,6.31,795.4,34.95,Healthy
13.79,83.66,56.0,25.3,39.85,33.06,7.46,967.3,48.53,Rust
35.85,40.79,58.44,46.93,28.07,35.61,7.9,777.9,54.64,Healthy
36.82,66.23,36.26,10.94,18.02,43.48,5.08,334.7,29.84,Early_Blight
15.53,70.13,12.45,28.81,24.03,38.63,5.33,687.0,31.07,Healthy
27.7,92.42,24.95,24.57,17.38,14.77,7.83,395.0,39.07,Early_Blight
19.89,90.46,62.44,22.11,16.99,39.59,6.82,743.1,53.66,Rust
28.92,76.13,60.04,17.52,24.33,43.7,7.9,995.6,53.84,Early_Blight
20.82,90.63,58.16,16.17,14.5,22.43,7.46,590.7,47.36,Rust
28.4,91.84,25.46,19.84,12.67,33.56,6.63,387.4,35.48,Early_Blight
36.07,89.09,52.81,20.47,14.79,45.94,7.11,241.4,46.16,Early_Blight
36.2,82.73,63.55,18.03,46.29,43.62,8.16,289.7,53.84,Early_Blight
28.86,51.59,17.72,26.63,15.78,35.44,7.38,223.7,40.35,Healthy
16.84,71.67,35.51,12.15,46.27,22.58,7.78,488.2,41.62,Healthy
33.11,74.2,49.6,33.72,39.22,46.79,6.03,715.9,45.89,Early_Blight
22.83,92.51,60.17,26.35,17.37,40.57,7.97,634.3,56.39,Rust
25.61,83.36,40.44,47.92,48.93,17.21,7.82,321.2,51.95,Powdery_Mildew
18.17,51.5,14.7,48.21,43.77,43.82,6.93,771.4,43.1,Healthy
17.55,60.77,61.31,13.19,46.77,13.23,4.96,487.5,42.2,Root_Rot
30.78,84.99,59.57,47.21,26.88,36.88,7.51,758.6,54.01,Bacterial_Leaf_Spot
21.08,91.79,56.42,34.8,37.5,17.4,5.72,321.0,44.84,Root_Rot
26.48,93.91,47.29,32.94,39.91,31.86,5.09,255.6,37.32,Early_Blight
33.15,30.86,7.93,25.32,29.14,33.66,7.91,698.7,39.76,Healthy
16.21,43.31,48.46,40.23,31.73,49.24,6.09,424.7,49.51,Healthy
15.59,79.25,15.9,14.56,35.49,22.99,7.54,434.7,43.05,Healthy
31.48,81.54,20.71,35.87,24.79,39.36,7.6,974.5,49.97,Bacterial_Leaf_Spot
25.68,85.58,35.57,21.92,35.68,46.22,7.24,864.5,41.94,Early_Blight
12.37,71.86,23.12,37.15,19.24,14.09,5.61,685.3,29.26,Healthy
41.28,50.75,54.31,23.0,25.52,31.56,5.03,614.9,36.28,Root_Rot
17.26,80.59,12.44,10.68,32.2,14.99,4.94,273.1,23.36,Healthy
36.71,74.72,32.4,47.57,22.61,16.17,7.7,900.5,47.9,Healthy
24.83,88.32,20.62,40.21,47.56,18.97,6.45,238.0,36.35,Powdery_Mildew
26.97,85.72,31.69,48.74,45.36,47.15,7.56,915.8,51.68,Bacterial_Leaf_Spot
17.54,92.46,9.7,45.0,24.64,33.88,8.14,450.2,50.69,Healthy
14.2,52.64,54.29,16.46,45.94,38.9,5.59,225.5,42.04,Root_Rot
31.14,82.96,57.82,46.49,24.8,39.26,7.76,950.2,62.18,Bacterial_Leaf_Spot
32.62,67.34,60.19,27.61,25.23,41.47,5.35,515.7,39.55,Root_Rot
23.05,89.33,15.12,32.62,12.37,24.29,5.57,295.0,35.04,Powdery_Mildew
16.16,88.3,8.79,45.02,24.5,32.92,8.33,465.0,39.22,Healthy
24.41,84.48,25.42,45.8,45.16,18.99,5.7,215.4,33.45,Powdery_Mildew
21.35,89.18,16.61,11.28,41.58,16.01,4.94,416.8,33.17,Healthy
23.75,88.22,30.31,30.42,40.3,20.08,7.99,316.8,45.07,Powdery_Mildew
33.01,81.45,62.45,46.5,47.41,45.8,7.72,514.0,63.65,Bacterial_Leaf_Spot
30.98,78.19,33.0,30.52,29.16,24.15,5.81,487.1,32.22,Early_Blight
12.62,42.44,12.72,13.78,32.12,19.55,5.95,513.9,33.81,Healthy
21.22,26.45,14.39,29.64,34.82,18.13,6.52,738.0,34.83,Healthy
26.24,56.61,22.31,32.82,35.57,11.55,5.19,968.8,29.14,Healthy
37.56,82.17,34.53,19.62,15.97,35.1,7.07,608.4,39.66,Early_Blight
27.31,83.6,55.34,45.37,30.02,21.14,7.42,307.8,50.8,Bacterial_Leaf_Spot
40.4,38.98,40.93,13.3,40.65,41.42,6.21,597.1,37.72,Healthy
27.26,91.25,51.12,16.12,26.75,16.34,6.81,465.4,39.48,Early_Blight
36.71,93.72,55.12,17.41,16.66,35.87,5.0,386.4,36.92,Root_Rot
21.5,64.36,51.77,35.86,27.82,47.88,6.97,907.0,56.59,Healthy
20.03,86.42,11.09,14.25,33.62,35.45,5.3,220.0,30.18,Powdery_Mildew
27.05,70.08,34.33,17.8,14.32,45.58,7.19,306.3,34.09,Early_Blight
27.79,82.03,62.53,46.32,34.82,19.31,7.46,252.6,51.24,Bacterial_Leaf_Spot
24.05,82.38,33.61,48.04,46.34,31.81,7.43,300.5,45.26,Powdery_Mildew
16.87,43.59,15.75,17.67,17.56,48.48,6.73,984.6,40.31,Healthy
34.94,84.18,61.04,12.51,45.55,13.89,7.64,359.8,43.2,Early_Blight
25.35,91.02,8.4,46.76,49.5,22.52,7.63,355.2,46.11,Bacterial_Leaf_Spot
23.4,80.77,41.32,30.68,43.02,44.86,7.11,329.7,44.88,Healthy
27.12,44.77,21.34,45.13,22.92,29.99,5.33,591.4,32.39,Healthy
18.0,88.7,48.57,13.41,45.33,33.9,6.74,453.7,52.55,Rust
22.4,86.23,17.6,36.99,17.37,23.71,5.56,232.1,28.33,Powdery_Mildew
23.0,93.59,63.03,45.62,14.76,27.87,6.55,484.1,45.11,Rust
34.51,38.0,56.0,25.94,12.38,43.42,5.38,955.5,43.29,Root_Rot
30.39,87.32,26.3,47.36,31.14,12.51,8.0,344.3,48.33,Bacterial_Leaf_Spot
12.97,52.36,58.07,16.43,28.0,18.79,5.16,796.6,39.37,Root_Rot
19.14,67.97,27.66,15.84,14.31,43.57,5.66,489.9,29.28,Healthy
32.89,26.82,32.93,23.91,45.25,47.11,5.07,360.2,39.35,Healthy
25.77,78.57,21.0,21.74,15.42,16.85,7.15,964.9,37.87,Early_Blight
35.66,70.9,54.27,33.19,33.91,47.43,5.41,772.1,47.2,Root_Rot
25.97,91.79,45.47,22.09,23.91,35.26,7.02,732.0,45.42,Early_Blight
16.97,93.04,54.57,13.64,28.22,33.82,6.26,311.8,38.15,Rust
16.93,51.98,63.38,24.81,28.5,27.53,5.01,714.5,47.58,Rust
19.4,89.96,53.6,14.67,31.65,11.92,6.54,829.0,42.66,Rust
28.61,87.53,38.84,28.11,37.05,20.15,7.11,433.0,44.86,Early_Blight
15.35,43.58,13.17,16.05,15.33,22.39,7.95,799.3,33.32,Healthy
23.91,87.03,49.51,11.93,26.16,21.43,7.45,332.9,44.14,Powdery_Mildew
37.36,55.2,60.0,18.63,27.5,17.61,5.56,684.9,35.69,Root_Rot
20.06,71.62,62.65,40.51,41.76,28.97,5.57,702.5,42.21,Root_Rot
15.01,65.9,14.97,31.37,13.22,37.78,7.46,249.9,37.15,Healthy
13.76,87.5,62.91,42.23,23.91,39.08,7.72,679.7,51.61,Rust
32.83,45.52,59.66,42.02,48.08,41.19,5.47,316.1,45.9,Root_Rot
32.81,45.6,59.79,42.52,47.91,42.25,5.52,328.7,41.24,Root_Rot
26.22,46.54,50.41,14.48,8.86,40.33,5.12,971.6,41.82,Powdery_Mildew
29.99,70.3,35.73,26.06,38.45,42.7,7.58,910.4,56.77,Early_Blight
22.13,57.0,49.76,30.54,26.17,40.1,7.63,777.7,49.24,Healthy
38.6,71.73,30.44,26.71,13.15,25.41,7.76,766.3,43.1,Early_Blight
29.57,75.88,43.68,18.13,17.24,50.49,5.74,524.7,42.49,Early_Blight
16.88,41.95,21.06,23.09,47.07,22.81,6.27,572.2,34.17,Healthy
29.08,84.67,34.06,18.83,14.39,43.2,6.75,454.4,31.32,Early_Blight
21.63,93.03,47.89,39.43,21.76,30.91,6.23,271.6,39.02,Powdery_Mildew
21.1,81.81,59.41,45.4,18.69,21.3,6.81,620.2,57.82,Rust
24.13,93.48,34.83,17.61,30.56,14.21,6.99,278.3,34.18,Healthy
14.39,40.18,19.37,22.64,25.57,21.56,7.19,797.9,28.94,Healthy
32.49,57.85,53.23,16.61,44.33,18.59,5.62,251.2,38.37,Root_Rot
26.71,81.13,8.49,26.38,38.63,48.72,6.25,533.3,48.03,Early_Blight
27.22,69.36,55.28,20.76,48.31,14.47,8.14,909.2,48.82,Early_Blight
19.77,91.86,45.01,21.18,29.33,21.76,5.3,962.4,39.19,Healthy
30.61,67.77,55.92,27.79,30.04,42.87,5.55,699.4,44.5,Root_Rot
17.27,70.59,63.71,32.06,25.38,26.32,7.34,686.6,59.03,Healthy
15.14,63.53,10.35,10.73,19.04,29.38,5.01,244.1,21.11,Healthy
15.15,64.6,41.38,17.39,43.99,24.09,7.27,563.8,42.29,Healthy
21.62,84.84,20.14,45.31,24.01,14.1,7.44,245.2,38.88,Powdery_Mildew
22.93,83.98,26.16,36.73,17.8,37.31,5.96,347.8,37.21,Powdery_Mildew
22.97,82.15,41.87,48.99,16.64,31.16,5.3,351.0,39.3,Powdery_Mildew
23.87,88.82,20.13,39.83,47.49,18.49,6.52,253.6,33.87,Powdery_Mildew
30.57,83.59,20.18,15.7,39.91,36.1,7.28,340.6,30.69,Early_Blight
37.89,80.98,41.81,12.58,39.38,19.0,7.45,919.7,43.39,Early_Blight
16.83,90.08,11.34,31.74,26.84,46.58,5.58,254.3,38.88,Healthy
12.24,35.64,35.96,44.53,32.03,31.0,6.89,883.4,41.29,Healthy
27.0,50.1,17.14,21.93,23.24,24.24,7.76,678.1,38.75,Healthy
35.87,70.05,64.16,23.8,15.34,49.15,7.3,400.9,53.23,Early_Blight
18.44,93.97,46.47,17.78,29.68,35.11,7.0,669.8,53.35,Healthy
17.81,92.37,57.56,16.89,23.69,16.41,6.5,892.0,45.87,Rust
35.17,73.69,46.27,23.09,9.96,37.03,7.36,527.9,45.25,Early_Blight
38.83,31.57,43.46,33.01,20.88,16.0,7.17,920.9,37.45,Healthy
21.31,83.72,61.9,19.27,28.13,24.66,6.37,265.1,41.99,Powdery_Mildew
22.38,81.05,37.59,46.0,17.09,29.58,5.48,321.8,36.98,Powdery_Mildew
20.5,87.34,63.58,24.95,12.6,14.33,5.91,507.6,40.5,Rust
25.75,87.65,19.99,48.09,16.86,23.63,7.81,317.3,40.81,Powdery_Mildew
32.3,70.95,60.39,10.88,13.28,31.87,6.28,858.3,42.95,Early_Blight
23.55,81.27,12.67,34.52,47.15,44.92,6.31,224.3,46.2,Powdery_Mildew
35.69,50.03,37.68,34.3,41.69,39.99,5.81,239.5,32.12,Healthy
18.57,36.85,34.34,12.84,32.3,19.29,6.22,354.2,40.19,Powdery_Mildew
34.96,31.44,43.79,27.85,17.03,46.15,6.33,891.2,48.53,Healthy
22.92,91.75,35.77,48.5,23.9,13.83,7.47,330.7,47.47,Powdery_Mildew
33.94,44.39,40.38,30.0,45.67,20.34,7.57,841.6,51.86,Healthy
40.92,74.28,40.76,45.18,37.39,35.98,6.33,369.7,39.15,Healthy
22.0,93.5,9.04,47.2,42.99,18.16,7.44,315.7,38.79,Powdery_Mildew
24.31,69.91,14.9,8.45,19.39,30.02,7.03,628.4,40.14,Early_Blight
39.32,84.71,51.93,14.36,22.16,22.3,5.68,894.7,41.15,Root_Rot
21.68,86.46,39.0,36.69,35.59,34.48,7.48,295.9,44.26,Powdery_Mildew
34.23,73.15,59.12,27.51,46.55,20.2,5.02,427.9,43.25,Root_Rot
32.1,69.18,30.62,27.76,23.52,17.99,5.49,598.1,35.19,Early_Blight
20.2,92.83,55.5,46.35,44.83,14.81,7.66,682.4,58.4,Rust
22.18,87.81,49.24,28.91,42.78,22.32,7.44,251.2,50.27,Powdery_Mildew
18.56,59.55,58.4,48.59,47.2,12.24,5.97,803.7,47.7,Healthy
15.76,88.7,63.39,24.28,20.45,16.1,8.21,831.2,45.93,Rust
36.37,46.09,35.01,29.59,24.12,17.74,7.83,755.3,46.52,Healthy
35.41,48.91,54.61,46.56,40.05,16.38,6.6,933.0,55.6,Healthy
24.8,88.48,23.52,29.88,46.47,41.6,5.56,223.6,39.02,Powdery_Mildew
25.09,58.22,55.51,31.85,45.75,12.35,4.87,581.8,46.94,Root_Rot
27.82,39.56,34.85,42.75,43.24,49.9,6.84,796.4,48.75,Root_Rot
22.55,85.26,59.44,35.21,35.18,40.9,5.79,393.5,49.99,Root_Rot
12.99,61.89,10.45,15.71,35.26,22.44,8.16,219.0,33.53,Healthy
18.61,89.52,61.13,49.37,22.52,43.58,7.85,961.7,58.8,Rust
14.39,90.22,50.29,21.72,19.16,48.67,5.16,755.2,45.22,Root_Rot
33.76,46.22,16.26,24.19,44.66,40.78,7.64,369.9,38.9,Healthy
31.04,73.43,52.19,42.49,27.54,12.22,5.87,692.2,44.52,Healthy
30.99,59.26,57.88,18.42,35.55,48.23,7.2,562.2,51.92,Healthy
29.82,84.88,20.61,48.72,35.83,43.3,7.44,364.8,43.23,Bacterial_Leaf_Spot
27.67,48.17,49.46,18.36,13.11,41.69,8.09,671.2,49.13,Healthy
35.69,76.46,41.25,31.24,21.46,19.0,5.24,817.5,39.12,Early_Blight
19.83,42.21,23.05,15.1,30.24,38.79,6.74,850.0,41.2,Healthy
20.97,91.37,61.71,27.15,21.58,45.38,6.96,522.9,43.5,Rust
29.24,25.63,29.53,13.96,45.51,21.52,6.48,579.6,31.42,Healthy
17.97,87.78,59.46,18.98,21.72,46.22,7.2,841.8,49.29,Rust
17.39,36.98,33.69,14.56,32.23,20.3,6.23,333.5,32.35,Bacterial_Leaf_Spot
23.29,89.78,33.39,21.98,11.02,26.59,5.15,249.5,30.93,Powdery_Mildew
17.42,66.01,38.25,23.77,39.69,36.39,6.59,828.0,47.49,Healthy
16.98,38.36,32.08,12.88,28.76,34.31,6.12,926.7,34.61,Healthy
25.19,94.2,63.39,12.14,44.23,46.94,7.65,346.7,57.61,Powdery_Mildew
23.99,92.75,31.19,42.12,30.05,27.12,7.22,317.9,38.38,Powdery_Mildew
39.43,66.04,21.41,30.26,26.96,34.11,8.22,837.0,42.85,Early_Blight
40.3,26.24,18.9,31.91,40.53,16.98,6.04,814.9,32.99,Healthy
41.18,51.74,60.27,20.7,33.03,37.77,5.69,468.0,47.77,Root_Rot
21.57,66.69,64.73,23.3,33.9,14.08,4.84,741.5,39.13,Root_Rot
21.23,94.05,40.12,30.77,13.54,48.98,6.35,216.7,47.11,Powdery_Mildew
40.21,50.66,58.42,12.79,44.14,26.47,6.54,503.8,38.33,Healthy
26.08,62.33,53.14,42.89,17.69,40.16,5.51,367.5,40.31,Root_Rot
41.95,31.45,53.74,43.44,17.5,45.67,8.04,241.8,46.66,Healthy
41.4,89.88,37.6,21.56,42.04,34.91,7.13,932.6,45.49,Early_Blight
25.05,88.85,16.21,11.6,47.05,43.31,5.29,209.8,28.45,Powdery_Mildew
19.82,39.21,31.1,30.88,12.41,39.29,7.99,970.1,41.75,Healthy
35.34,77.07,7.47,30.38,33.64,23.04,7.21,561.9,36.39,Early_Blight
29.44,84.01,55.62,37.32,18.57,45.48,7.26,532.5,52.21,Bacterial_Leaf_Spot
16.11,80.02,14.08,15.82,35.11,22.95,7.55,462.0,32.66,Healthy
21.31,88.87,47.43,24.73,25.53,38.03,7.65,326.0,49.48,Powdery_Mildew
19.13,31.58,57.99,41.4,36.54,34.81,5.53,931.6,49.48,Root_Rot
24.09,85.5,16.99,45.61,26.77,16.45,7.34,244.8,37.45,Powdery_Mildew
35.09,76.05,48.63,25.04,15.89,16.73,7.83,930.0,62.75,Early_Blight
30.62,55.32,48.02,35.9,19.07,34.42,6.23,978.8,48.78,Healthy
32.87,79.07,11.82,28.71,38.46,38.7,5.32,908.6,32.57,Early_Blight
14.56,90.34,48.15,10.1,35.26,20.09,6.27,966.4,46.37,Early_Blight
29.82,90.04,44.4,31.64,40.47,30.77,7.77,350.2,55.09,Early_Blight
17.45,47.46,59.55,12.46,45.78,42.67,5.38,522.8,48.66,Root_Rot
23.4,83.5,14.07,24.38,13.1,38.39,6.99,251.8,32.43,Powdery_Mildew
24.82,77.51,60.22,40.27,43.14,31.03,5.58,799.8,47.19,Root_Rot
23.46,83.09,36.21,28.29,37.71,28.11,7.73,264.6,48.18,Powdery_Mildew
35.51,31.61,36.35,23.62,42.84,30.85,6.69,281.6,41.5,Healthy
15.98,93.27,17.19,23.83,21.09,46.81,7.87,239.8,34.31,Healthy
21.29,49.59,58.06,30.89,22.41,21.25,5.12,298.3,38.61,Healthy
22.14,88.34,19.85,36.92,12.37,22.07,5.57,252.8,18.28,Powdery_Mildew
40.01,88.41,40.06,29.83,34.46,28.75,5.38,470.7,43.7,Early_Blight
38.04,25.29,12.0,24.51,12.25,47.74,7.55,931.6,39.44,Healthy
23.82,91.15,39.0,14.52,33.83,14.2,7.09,301.9,35.9,Powdery_Mildew
33.29,35.93,63.84,18.02,16.8,28.66,5.15,404.4,37.38,Root_Rot
20.21,82.99,62.93,44.06,19.59,25.87,5.74,424.7,41.75,Root_Rot
33.0,55.6,46.19,35.74,29.14,18.61,5.22,851.9,39.74,Healthy
27.44,71.95,63.7,29.65,29.78,38.18,5.07,662.1,43.0,Root_Rot
27.53,26.17,29.5,37.88,49.99,35.45,5.86,796.1,46.93,Healthy
27.42,75.72,52.55,11.34,38.95,39.27,5.96,428.2,38.63,Early_Blight
13.56,87.14,41.4,27.42,24.18,12.56,6.33,420.8,38.81,Root_Rot
37.09,43.34,26.24,35.2,29.87,13.68,6.67,357.0,30.45,Healthy
33.82,94.28,50.2,23.51,47.25,11.25,5.29,542.0,40.0,Root_Rot
31.9,87.81,37.66,50.14,37.93,47.69,7.49,340.2,48.07,Bacterial_Leaf_Spot
31.9,80.2,41.09,39.42,45.39,41.83,6.36,331.3,46.08,Healthy
22.95,29.03,19.44,46.29,14.76,40.03,6.87,342.2,32.32,Rust
35.12,90.71,33.69,34.6,45.55,28.15,7.39,810.8,52.06,Early_Blight
21.33,90.72,39.62,27.55,23.41,45.84,6.54,240.3,32.48,Powdery_Mildew
33.33,80.48,55.58,25.0,10.63,21.0,6.93,377.0,43.45,Early_Blight
25.95,80.85,50.24,34.32,38.29,32.81,5.77,667.4,43.47,Early_Blight
19.3,90.21,56.47,26.78,49.66,20.78,8.06,274.8,50.39,Rust
37.45,29.31,61.83,11.09,31.56,17.83,7.68,424.0,45.21,Healthy
25.97,67.18,29.62,30.47,19.94,28.29,6.03,490.2,38.6,Early_Blight
29.88,86.74,11.22,21.02,47.93,39.54,6.33,861.7,43.4,Early_Blight
16.21,80.85,13.63,12.21,31.95,15.01,4.9,257.3,24.94,Healthy
19.85,69.8,40.02,20.48,38.3,36.3,5.82,713.3,45.49,Healthy
22.47,93.88,60.37,42.58,47.77,13.75,7.76,460.3,55.23,Rust
38.36,54.42,46.97,46.07,15.68,39.9,5.33,752.4,40.9,Healthy
20.85,26.73,54.93,27.01,12.61,22.89,4.92,554.1,35.43,Root_Rot
17.59,25.99,42.01,28.01,20.59,17.69,5.08,627.0,32.58,Healthy
18.57,92.68,9.17,43.67,42.64,49.5,5.94,288.2,41.82,Healthy
26.65,94.58,61.92,45.09,17.09,34.51,6.92,730.7,44.93,Healthy
32.1,30.72,55.48,47.23,45.81,22.45,4.97,509.8,41.03,Root_Rot
28.26,42.67,53.49,22.0,33.75,33.51,5.67,771.7,48.35,Root_Rot
23.99,87.15,52.16,13.87,12.77,14.38,7.1,753.9,49.09,Rust
39.95,66.95,13.41,29.13,38.81,45.0,6.76,458.2,42.85,Early_Blight
14.75,63.68,8.21,21.63,11.67,14.55,8.06,584.8,40.71,Rust
26.33,65.24,39.31,15.87,39.09,42.94,7.95,236.4,47.58,Healthy
22.04,91.07,55.65,36.8,13.24,36.35,6.11,924.3,38.98,Rust
33.87,83.8,31.72,39.92,29.71,37.79,7.81,806.2,40.65,Bacterial_Leaf_Spot
32.49,71.48,30.75,18.39,13.47,26.69,5.14,676.3,29.55,Early_Blight
22.42,82.9,44.27,39.38,37.96,38.76,7.57,295.6,46.05,Powdery_Mildew
18.47,84.98,63.14,29.1,40.23,16.49,5.63,844.4,46.8,Root_Rot
35.54,72.96,37.11,14.82,26.8,17.72,7.32,485.4,45.59,Early_Blight
39.72,87.29,57.21,22.49,22.6,46.07,6.32,666.1,48.07,Early_Blight
32.38,27.42,23.95,37.25,45.46,35.95,6.46,242.3,35.51,Healthy
34.12,37.91,26.18,31.87,23.23,15.09,5.04,845.1,32.84,Healthy
32.22,29.07,31.0,24.13,44.17,47.46,5.08,342.9,38.2,Healthy
36.16,82.45,60.63,32.44,47.75,28.37,5.41,718.1,47.11,Root_Rot
31.6,95.05,43.24,31.21,48.97,42.5,5.61,551.8,44.14,Early_Blight
23.12,85.19,16.29,33.55,11.35,31.1,7.53,226.8,38.24,Powdery_Mildew
23.1,56.22,50.15,28.97,46.87,46.76,4.91,225.9,40.26,Root_Rot
27.65,82.31,24.0,48.75,18.21,47.01,7.88,963.4,47.27,Bacterial_Leaf_Spot
39.31,26.39,25.74,28.43,41.09,18.27,5.14,671.5,39.31,Healthy
20.4,87.45,43.9,27.18,26.83,41.36,7.22,266.8,44.68,Powdery_Mildew
20.41,83.19,45.09,20.87,42.64,35.54,7.68,255.5,40.49,Powdery_Mildew
27.59,53.19,27.63,12.17,22.15,27.66,7.73,557.2,43.76,Healthy
29.72,54.99,61.09,34.55,31.67,34.15,4.95,787.1,45.63,Root_Rot
18.74,61.3,37.83,25.93,17.75,14.43,6.1,836.0,39.02,Healthy
29.94,86.87,38.99,49.58,36.39,47.28,7.69,311.0,52.61,Bacterial_Leaf_Spot
29.97,89.45,42.58,48.83,41.77,24.79,7.52,872.2,55.64,Bacterial_Leaf_Spot
33.16,61.24,51.18,16.95,40.63,31.77,5.37,910.0,41.19,Root_Rot
31.01,63.52,15.26,43.8,20.79,21.14,8.0,502.7,30.89,Healthy
21.65,86.17,47.7,22.59,42.76,33.12,7.13,264.8,47.05,Powdery_Mildew
26.77,74.96,37.57,12.55,22.12,46.71,7.21,362.7,35.95,Early_Blight
31.38,90.18,53.83,46.14,45.29,45.7,7.58,846.2,59.92,Bacterial_Leaf_Spot
25.32,86.53,30.96,26.28,37.1,21.28,7.99,302.1,43.03,Powdery_Mildew
13.08,79.92,33.26,22.29,36.11,32.66,6.29,650.7,36.48,Healthy
18.27,70.92,51.74,33.1,13.38,19.84,5.32,809.9,38.1,Root_Rot
26.99,84.23,38.06,47.7,23.71,24.45,7.55,410.6,43.27,Bacterial_Leaf_Spot
38.75,54.23,52.28,11.65,13.51,22.79,5.67,664.7,39.75,Root_Rot
26.6,88.13,12.34,46.41,32.42,23.88,7.64,525.1,42.47,Bacterial_Leaf_Spot
33.23,53.95,21.54,46.71,14.51,22.93,5.06,362.0,32.83,Healthy
36.65,81.24,63.58,24.45,36.08,20.18,7.73,334.0,51.05,Early_Blight
17.98,39.63,37.42,37.57,23.36,10.3,5.66,498.7,37.72,Healthy
23.89,69.06,14.4,10.06,19.67,29.24,7.0,599.0,39.27,Early_Blight
15.34,26.34,52.57,30.37,36.24,39.5,4.84,616.0,39.6,Root_Rot
30.24,63.3,16.61,44.19,20.66,21.47,7.88,516.3,34.0,Healthy
22.28,90.93,58.2,45.11,36.18,43.97,7.77,229.8,51.55,Powdery_Mildew
38.51,36.28,28.69,11.73,17.01,28.78,7.63,355.2,27.87,Healthy
41.27,61.37,30.53,21.49,22.73,43.43,6.31,916.8,44.83,Healthy
28.95,89.85,54.22,30.71,36.85,46.82,6.39,475.4,55.72,Early_Blight
18.33,86.4,33.38,30.53,45.41,14.46,5.17,483.0,39.99,Healthy
20.11,95.84,51.63,31.14,27.7,42.76,7.47,760.6,56.68,Rust
30.85,82.75,12.68,46.59,24.88,39.6,7.61,577.3,46.58,Rust
20.26,42.67,17.44,38.34,42.79,34.35,7.53,517.1,43.18,Healthy
27.72,39.83,17.95,40.86,34.57,21.08,4.92,301.2,33.8,Healthy
27.18,68.59,51.51,17.81,25.11,23.58,8.24,666.7,54.79,Early_Blight
25.96,87.01,58.48,46.95,15.26,17.1,7.93,694.9,53.42,Bacterial_Leaf_Spot
23.92,33.91,45.61,32.2,22.15,35.13,6.31,536.2,39.0,Healthy
19.49,91.38,57.43,20.77,23.84,15.92,6.99,257.8,39.27,Rust
25.9,87.37,21.0,17.78,34.2,37.24,5.66,314.5,39.86,Powdery_Mildew
12.85,71.05,25.07,36.38,18.83,13.79,5.55,664.2,37.58,Healthy
37.35,84.56,27.58,17.83,25.12,23.13,6.58,722.9,40.88,Early_Blight
30.28,90.78,12.66,46.8,35.32,29.86,7.87,812.7,37.98,Bacterial_Leaf_Spot
33.95,60.31,58.45,47.28,30.72,17.85,6.83,591.9,48.96,Healthy
32.55,84.5,50.21,11.17,45.29,16.39,6.22,261.7,35.18,Early_Blight
25.34,86.25,28.07,32.36,47.87,41.78,5.7,234.9,45.22,Powdery_Mildew
21.57,81.39,50.57,32.48,31.48,11.81,7.94,295.5,48.14,Powdery_Mildew
21.7,90.79,13.76,37.85,26.31,19.47,7.32,253.5,43.02,Powdery_Mildew
40.54,48.49,55.61,14.54,26.07,42.64,7.94,921.6,50.4,Healthy
16.65,56.43,30.13,28.0,39.74,47.33,7.97,630.8,51.66,Healthy
33.53,70.37,54.56,15.34,24.58,21.84,7.9,764.1,45.94,Early_Blight
41.22,89.09,55.5,17.15,15.27,35.87,6.91,572.2,42.21,Early_Blight
23.61,89.43,57.33,44.8,33.88,43.84,7.73,262.0,54.38,Powdery_Mildew
21.64,52.42,57.8,46.62,26.77,17.53,5.63,701.3,48.79,Root_Rot
22.64,94.11,31.09,29.17,49.51,29.04,7.21,299.7,43.09,Powdery_Mildew
40.74,84.76,54.59,46.72,39.2,33.37,5.22,615.3,51.69,Root_Rot
24.22,86.06,55.17,19.39,47.25,15.75,5.62,531.7,47.03,Root_Rot
